Word,Occurrences,Total Time,Average Time,Max Time,Min Time,Time Variance
exercise,22,15.459999999999999,0.7027272727272728,0.91,0.54,0.011039826839826839
exercised,7,5.16,0.7371428571428571,0.94,0.66,0.010590476190476187
exercises,2,1.8599999999999999,0.9299999999999999,0.96,0.9,0.0017999999999999965
exercising,3,2.35,0.7833333333333333,0.79,0.78,3.3333333333333396e-05
exerted,1,0.61,0.61,0.61,0.61,0.0
exertion,2,1.45,0.725,0.82,0.63,0.01804999999999999
exertions,3,1.79,0.5966666666666667,0.72,0.51,0.012033333333333328
Exeter,4,2.48,0.62,0.71,0.54,0.004999999999999997
exhalation,2,1.6600000000000001,0.8300000000000001,0.91,0.75,0.012800000000000006
exhale,1,0.55,0.55,0.55,0.55,0.0
exhales,2,1.08,0.54,0.55,0.53,0.00020000000000000036
exhaustion,2,1.34,0.67,0.81,0.53,0.039200000000000006
exhaustive,1,0.69,0.69,0.69,0.69,0.0
exhibit,16,6.9,0.43125,0.54,0.07,0.011371666666666667
exhibited,10,6.73,0.6729999999999999,0.74,0.58,0.0025344444444444438
exhibiting,2,1.29,0.645,0.65,0.64,5.000000000000009e-05
Exhibition,5,3.48,0.696,0.72,0.65,0.0007299999999999988
exhibits,1,0.58,0.58,0.58,0.58,0.0
exhortation,1,0.86,0.86,0.86,0.86,0.0
exhortations,1,0.7,0.7,0.7,0.7,0.0
exhorted,1,0.67,0.67,0.67,0.67,0.0
exhorting,1,0.63,0.63,0.63,0.63,0.0
exhumation,1,0.97,0.97,0.97,0.97,0.0
exile,1,0.71,0.71,0.71,0.71,0.0
exiles,8,5.4,0.675,0.79,0.55,0.006199999999999999
exist,7,3.86,0.5514285714285714,0.71,0.41,0.017747619047619047
existed,11,6.72,0.610909090909091,0.68,0.55,0.0018490909090909098
existence,21,13.969999999999999,0.6652380952380952,0.84,0.56,0.007496190476190478
existing,21,12.440000000000005,0.5923809523809523,0.84,0.53,0.004189047619047617
exists,3,2.16,0.72,0.79,0.62,0.007900000000000003
exit,3,1.25,0.4166666666666667,0.45,0.37,0.001733333333333334
exits,1,0.59,0.59,0.59,0.59,0.0
exonerated,1,0.92,0.92,0.92,0.92,0.0
exonerating,1,0.88,0.88,0.88,0.88,0.0
exorbitant,1,0.92,0.92,0.92,0.92,0.0
exotic,1,0.56,0.56,0.56,0.56,0.0
expand,2,1.34,0.67,0.79,0.55,0.0288
Expanding,1,0.49,0.49,0.49,0.49,0.0
expatriated,1,0.97,0.97,0.97,0.97,0.0
expect,12,6.87,0.5725,0.7,0.45,0.009020454545454543
expectation,2,1.7200000000000002,0.8600000000000001,0.93,0.79,0.009800000000000001
expected,23,14.909999999999998,0.6482608695652173,0.82,0.56,0.00480592885375494
expecting,8,4.98,0.6224999999999999,0.72,0.57,0.0029642857142857144
expects,1,0.8,0.8,0.8,0.8,0.0
expedient,2,1.58,0.79,0.81,0.77,0.0008000000000000014
expedition,1,0.79,0.79,0.79,0.79,0.0
expeditious,1,0.74,0.74,0.74,0.74,0.0
expend,1,0.59,0.59,0.59,0.59,0.0
expended,4,2.6799999999999997,0.67,0.74,0.61,0.003
expenditure,12,10.36,0.8633333333333333,0.97,0.73,0.006642424242424242
expenditures,3,2.91,0.97,0.99,0.96,0.0003000000000000005
expense,5,3.26,0.652,0.77,0.47,0.014170000000000002
expenses,4,2.75,0.6875,0.85,0.61,0.01215833333333333
expensive,5,3.38,0.6759999999999999,0.77,0.59,0.006130000000000002
experience,34,26.679999999999996,0.7847058823529411,0.89,0.63,0.0038559714795008914
experienced,5,4.43,0.886,1.07,0.76,0.018330000000000003
experiences,3,2.93,0.9766666666666667,1.08,0.92,0.008033333333333337
experiencing,2,1.79,0.895,0.92,0.87,0.0012500000000000022
experiment,5,3.89,0.778,0.86,0.71,0.003970000000000002
experimental,3,2.71,0.9033333333333333,0.94,0.84,0.0030333333333333345
experimentalize,1,1.18,1.18,1.18,1.18,0.0
experimentation,1,1.16,1.16,1.16,1.16,0.0
experimented,1,0.82,0.82,0.82,0.82,0.0
experimenting,1,0.85,0.85,0.85,0.85,0.0
experiments,2,1.6099999999999999,0.8049999999999999,0.83,0.78,0.0012499999999999968
Expert,22,11.62,0.5281818181818182,0.75,0.4,0.0068155844155844145
experts,18,11.349999999999998,0.6305555555555555,0.76,0.47,0.006440849673202614
expiated,1,0.68,0.68,0.68,0.68,0.0
expired,3,2.23,0.7433333333333333,0.83,0.68,0.006033333333333327
expires,1,0.89,0.89,0.89,0.89,0.0
explain,6,3.7700000000000005,0.6283333333333333,0.72,0.54,0.004096666666666666
explained,16,11.31,0.706875,0.88,0.5,0.012662916666666671
explaining,2,1.38,0.69,0.7,0.68,0.00019999999999999814
explains,1,0.76,0.76,0.76,0.76,0.0
explanation,9,7.329999999999999,0.8144444444444444,0.86,0.77,0.0011527777777777762
explanations,1,0.95,0.95,0.95,0.95,0.0
explicit,2,1.38,0.69,0.72,0.66,0.0017999999999999965
explode,1,0.75,0.75,0.75,0.75,0.0
exploit,1,0.65,0.65,0.65,0.65,0.0
exploitation,1,1.04,1.04,1.04,1.04,0.0
exploited,1,0.83,0.83,0.83,0.83,0.0
exploiting,2,1.42,0.71,0.73,0.69,0.0008000000000000014
exploits,4,2.71,0.6775,0.74,0.63,0.0020916666666666657
exploration,1,0.82,0.82,0.82,0.82,0.0
explored,1,0.6,0.6,0.6,0.6,0.0
explosion,3,2.04,0.68,0.79,0.57,0.01210000000000001
explosive,2,1.51,0.755,0.81,0.7,0.006050000000000011
expose,2,1.24,0.62,0.66,0.58,0.003200000000000006
exposed,16,11.370000000000001,0.710625,0.85,0.54,0.009806249999999997
exposes,2,1.3599999999999999,0.6799999999999999,0.72,0.64,0.0031999999999999967
exposure,5,3.2299999999999995,0.646,0.7,0.58,0.002779999999999999
exposures,1,0.85,0.85,0.85,0.85,0.0
expounding,1,0.67,0.67,0.67,0.67,0.0
express,10,5.55,0.555,0.72,0.45,0.007627777777777778
expressed,37,22.1,0.5972972972972973,0.81,0.47,0.00820915915915916
expresses,2,1.3,0.65,0.67,0.63,0.0008000000000000014
expressing,6,3.75,0.625,0.66,0.56,0.0012299999999999993
expression,13,7.7,0.5923076923076923,0.68,0.42,0.004235897435897437
expressions,2,1.49,0.745,0.8,0.69,0.006050000000000011
expressly,1,0.73,0.73,0.73,0.73,0.0
Expressway,1,0.9,0.9,0.9,0.9,0.0
exquisite,1,0.71,0.71,0.71,0.71,0.0
extant,2,1.12,0.56,0.56,0.56,0.0
extend,2,1.06,0.53,0.6,0.46,0.009799999999999994
extended,14,8.9,0.6357142857142857,0.74,0.51,0.004457142857142857
extending,9,5.919999999999999,0.6577777777777778,0.7,0.62,0.0010444444444444442
extends,1,0.58,0.58,0.58,0.58,0.0
extension,2,1.3900000000000001,0.6950000000000001,0.74,0.65,0.004049999999999997
extensions,1,0.74,0.74,0.74,0.74,0.0
extensive,17,11.81,0.6947058823529412,0.83,0.6,0.004076470588235293
extensively,1,0.76,0.76,0.76,0.76,0.0
extent,33,18.259999999999998,0.5533333333333333,0.68,0.44,0.005466666666666668
extenuating,1,0.91,0.91,0.91,0.91,0.0
extermination,1,0.96,0.96,0.96,0.96,0.0
external,5,3.1799999999999997,0.636,0.76,0.56,0.00923
extinct,5,2.91,0.582,0.72,0.46,0.015219999999999996
extinguished,1,0.95,0.95,0.95,0.95,0.0
extort,1,0.47,0.47,0.47,0.47,0.0
extorted,3,1.5699999999999998,0.5233333333333333,0.64,0.42,0.012233333333333336
extorting,1,0.62,0.62,0.62,0.62,0.0
extortion,1,0.73,0.73,0.73,0.73,0.0
extra,14,5.89,0.4207142857142857,0.63,0.37,0.004222527472527472
extract,2,1.38,0.69,0.8,0.58,0.02420000000000002
extracted,2,1.3599999999999999,0.6799999999999999,0.69,0.67,0.00019999999999999814
extracts,1,0.65,0.65,0.65,0.65,0.0
extradited,1,0.81,0.81,0.81,0.81,0.0
extradition,1,0.76,0.76,0.76,0.76,0.0
extraneous,1,0.85,0.85,0.85,0.85,0.0
extraordinarily,1,1.02,1.02,1.02,1.02,0.0
extraordinary,21,17.740000000000002,0.8447619047619047,1.02,0.64,0.007036190476190476
extravagance,6,5.180000000000001,0.8633333333333333,1.08,0.54,0.036906666666666664
extravagant,3,2.3499999999999996,0.7833333333333333,0.86,0.71,0.005633333333333335
extreme,26,15.600000000000001,0.6,0.75,0.48,0.005023999999999999
extremely,8,5.590000000000001,0.69875,0.75,0.65,0.001012499999999999
extremes,1,0.79,0.79,0.79,0.79,0.0
extremism,1,0.79,0.79,0.79,0.79,0.0
extremity,3,2.13,0.71,0.89,0.57,0.026800000000000008
extricate,1,0.66,0.66,0.66,0.66,0.0
exuberant,1,0.68,0.68,0.68,0.68,0.0
eye,12,3.25,0.2708333333333333,0.44,0.01,0.015062878787878787
eyeball,1,0.52,0.52,0.52,0.52,0.0
eyes,31,11.540000000000001,0.37225806451612903,0.58,0.23,0.008464731182795698
Eyewitness,5,3.12,0.624,0.74,0.51,0.009429999999999996
eyewitnesses,12,10.67,0.8891666666666667,0.99,0.75,0.004408333333333333
Ezida,4,3.08,0.77,1.45,0.51,0.20606666666666662
F,25,5.710000000000002,0.2284,0.35,0.14,0.0033889999999999997
fabric,1,0.58,0.58,0.58,0.58,0.0
fabricate,2,1.29,0.645,0.66,0.63,0.0004500000000000008
fabrication,3,2.5,0.8333333333333334,0.87,0.81,0.0010333333333333325
fabrications,1,0.85,0.85,0.85,0.85,0.0
fabrics,1,0.63,0.63,0.63,0.63,0.0
fabulous,1,0.73,0.73,0.73,0.73,0.0
face,44,18.6,0.42272727272727273,0.63,0.28,0.007141226215644821
faced,7,3.19,0.45571428571428574,0.58,0.36,0.006595238095238095
faces,6,3.3600000000000003,0.56,0.67,0.49,0.006320000000000003
facets,1,0.58,0.58,0.58,0.58,0.0
facilitate,3,2.15,0.7166666666666667,0.76,0.68,0.0016333333333333321
facilitating,1,0.74,0.74,0.74,0.74,0.0
facilities,8,6.050000000000001,0.75625,0.87,0.55,0.012883928571428569
facility,2,1.28,0.64,0.68,0.6,0.003200000000000006
facing,6,2.89,0.4816666666666667,0.56,0.42,0.0025766666666666685
fact,106,47.02000000000001,0.44358490566037734,0.62,0.28,0.00709559748427673
factional,1,0.56,0.56,0.56,0.56,0.0
factions,1,0.58,0.58,0.58,0.58,0.0
factitious,1,0.27,0.27,0.27,0.27,0.0
factor,5,2.73,0.546,0.66,0.44,0.007080000000000001
factors,11,7.02,0.6381818181818182,0.73,0.52,0.006136363636363635
factory,4,2.5100000000000002,0.6275,0.66,0.59,0.0008916666666666682
facts,47,22.890000000000004,0.4870212765957447,0.75,0.38,0.006799629972247919
faded,2,0.98,0.49,0.5,0.48,0.00020000000000000036
faggots,1,0.56,0.56,0.56,0.56,0.0
fail,2,0.75,0.375,0.41,0.34,0.0024499999999999965
failed,26,11.4,0.43846153846153846,0.57,0.29,0.004069538461538461
Failing,3,1.5,0.5,0.57,0.46,0.0036999999999999967
fails,3,1.6300000000000001,0.5433333333333333,0.66,0.47,0.01043333333333334
failure,13,7.02,0.54,0.78,0.4,0.008783333333333334
failures,4,2.89,0.7225,0.81,0.64,0.007225000000000002
Fain,6,2.2600000000000002,0.3766666666666667,0.64,0.28,0.018106666666666667
Fain's,2,0.95,0.475,0.52,0.43,0.004050000000000002
faint,3,1.06,0.35333333333333333,0.39,0.28,0.004033333333333332
fainted,5,2.9699999999999998,0.594,0.65,0.47,0.005230000000000002
fainter,1,0.39,0.39,0.39,0.39,0.0
faintest,2,1.04,0.52,0.54,0.5,0.0008000000000000014
fainting,3,1.5499999999999998,0.5166666666666666,0.59,0.48,0.004033333333333332
faintly,1,0.42,0.42,0.42,0.42,0.0
Fair,34,10.079999999999998,0.2964705882352941,0.36,0.24,0.000950802139037433
fairest,2,1.04,0.52,0.56,0.48,0.003200000000000006
fairly,14,6.430000000000001,0.4592857142857143,0.53,0.4,0.001160989010989011
fairness,1,0.69,0.69,0.69,0.69,0.0
faith,10,3.900000000000001,0.39,0.47,0.33,0.002244444444444444
faithful,3,1.5,0.5,0.55,0.45,0.002500000000000002
fake,1,0.34,0.34,0.34,0.34,0.0
fakes,1,0.51,0.51,0.51,0.51,0.0
fall,27,10.41,0.38555555555555554,0.63,0.18,0.00817948717948718
fallacious,1,0.61,0.61,0.61,0.61,0.0
fallacy,1,0.64,0.64,0.64,0.64,0.0
fallen,7,2.91,0.4157142857142857,0.46,0.38,0.0009285714285714286
falling,7,3.27,0.46714285714285714,0.61,0.37,0.008157142857142858
falls,3,1.41,0.47,0.57,0.42,0.007499999999999996
Falmouth,1,0.27,0.27,0.27,0.27,0.0
false,24,9.8,0.4083333333333333,0.54,0.32,0.0028144927536231886
falsehood,1,0.45,0.45,0.45,0.45,0.0
falsely,3,1.99,0.6633333333333333,0.73,0.58,0.005833333333333336
falsification,1,0.96,0.96,0.96,0.96,0.0
fame,1,0.4,0.4,0.4,0.4,0.0
famed,1,0.49,0.49,0.49,0.49,0.0
familiar,12,6.7,0.5583333333333333,0.64,0.52,0.001269696969696969
familiarity,2,1.91,0.955,0.97,0.94,0.0004500000000000008
familiarization,1,1.02,1.02,1.02,1.02,0.0
familiarize,1,0.85,0.85,0.85,0.85,0.0
families,3,1.7,0.5666666666666667,0.69,0.43,0.017033333333333327
family,54,28.659999999999997,0.5307407407407407,0.78,0.4,0.005984346610761706
family's,1,0.58,0.58,0.58,0.58,0.0
famine,1,0.66,0.66,0.66,0.66,0.0
famous,12,5.56,0.4633333333333333,0.53,0.42,0.0008969696969696972
fancied,2,1.16,0.58,0.58,0.58,0.0
fancier,1,0.51,0.51,0.51,0.51,0.0
fancies,1,0.65,0.65,0.65,0.65,0.0
fantasies,1,0.82,0.82,0.82,0.82,0.0
fantasy,2,1.35,0.675,0.71,0.64,0.0024499999999999965
far,84,27.789999999999996,0.3308333333333333,0.6,0.24,0.003665562248995984
fare,4,1.48,0.37,0.5,0.2,0.015533333333333333
farm,6,2.67,0.445,0.57,0.37,0.0055099999999999975
farmer,3,1.12,0.37333333333333335,0.48,0.26,0.012133333333333331
farmers,3,1.85,0.6166666666666667,0.64,0.58,0.001033333333333335
farming,2,1.24,0.62,0.71,0.53,0.01619999999999999
Farringdon,1,0.7,0.7,0.7,0.7,0.0
farther,4,1.76,0.44,0.49,0.4,0.0013999999999999991
fascinating,1,0.78,0.78,0.78,0.78,0.0
fascination,1,0.66,0.66,0.66,0.66,0.0
fascinations,1,0.86,0.86,0.86,0.86,0.0
fascist,3,1.62,0.54,0.68,0.38,0.022800000000000008
fascists,1,0.97,0.97,0.97,0.97,0.0
fashion,8,4.510000000000001,0.56375,0.7,0.43,0.007741071428571427
fashionable,1,0.71,0.71,0.71,0.71,0.0
fashioned,2,1.0,0.5,0.52,0.48,0.0008000000000000014
Fasson,5,2.29,0.458,0.63,0.24,0.02017
Fasson's,1,0.5,0.5,0.5,0.5,0.0
fast,11,5.26,0.4781818181818182,0.75,0.3,0.012896363636363638
fastened,8,4.459999999999999,0.5575,0.65,0.42,0.004564285714285714
fastenings,1,0.6,0.6,0.6,0.6,0.0
fastest,1,0.63,0.63,0.63,0.63,0.0
fastidious,1,0.68,0.68,0.68,0.68,0.0
fat,5,2.19,0.438,0.59,0.35,0.01052
fatal,13,5.540000000000001,0.42615384615384616,0.52,0.36,0.0019589743589743594
fatally,1,0.46,0.46,0.46,0.46,0.0
fate,13,4.800000000000001,0.36923076923076925,0.5,0.26,0.0055743589743589735
fated,1,0.36,0.36,0.36,0.36,0.0
fateful,1,0.59,0.59,0.59,0.59,0.0
Father,39,18.509999999999994,0.4746153846153846,0.66,0.34,0.009836032388663969
father's,10,5.029999999999999,0.503,0.6,0.43,0.0024011111111111112
fatigues,1,0.58,0.58,0.58,0.58,0.0
fats,3,0.66,0.22,0.4,0.13,0.024300000000000002
fault,4,1.6600000000000001,0.41500000000000004,0.56,0.36,0.009366666666666672
faults,1,0.43,0.43,0.43,0.43,0.0
Fauntleroy,23,15.85,0.6891304347826087,0.9,0.27,0.025326482213438736
Fauntleroy's,6,4.619999999999999,0.77,0.88,0.69,0.004920000000000004
favor,23,10.39,0.4517391304347826,0.57,0.32,0.0038513833992094865
favorable,6,3.73,0.6216666666666666,0.8,0.57,0.008056666666666674
favored,2,1.02,0.51,0.6,0.42,0.0162
favoring,1,0.57,0.57,0.57,0.57,0.0
favorite,9,4.609999999999999,0.5122222222222222,0.59,0.44,0.0029694444444444434
favorites,1,0.52,0.52,0.52,0.52,0.0
favoritism,1,0.94,0.94,0.94,0.94,0.0
favors,1,0.64,0.64,0.64,0.64,0.0
FBI,164,96.81000000000002,0.5903048780487805,0.84,0.1,0.016184569055813256
FBI's,3,1.7000000000000002,0.5666666666666667,0.64,0.52,0.004133333333333333
fear,14,6.34,0.45285714285714285,0.69,0.29,0.01439120879120879
feared,5,2.2,0.44,0.53,0.4,0.0026500000000000013
fearful,4,2.07,0.5175,0.58,0.48,0.002024999999999999
fearing,1,0.47,0.47,0.47,0.47,0.0
fearless,2,1.23,0.615,0.64,0.59,0.0012500000000000022
fears,1,0.53,0.53,0.53,0.53,0.0
feasibility,2,1.5,0.75,0.77,0.73,0.0008000000000000014
feasible,2,0.7,0.35,0.37,0.33,0.0007999999999999992
feast,1,0.5,0.5,0.5,0.5,0.0
Feasting,1,0.52,0.52,0.52,0.52,0.0
feat,1,0.41,0.41,0.41,0.41,0.0
feature,3,1.52,0.5066666666666667,0.52,0.49,0.00023333333333333374
features,22,12.769999999999998,0.5804545454545454,0.71,0.45,0.006052164502164502
February,13,9.120000000000001,0.7015384615384616,0.94,0.63,0.00906410256410256
fed,1,0.26,0.26,0.26,0.26,0.0
federal,65,29.120000000000005,0.448,0.59,0.35,0.002200625
fee,10,3.7700000000000005,0.377,0.53,0.25,0.011734444444444443
feed,1,0.27,0.27,0.27,0.27,0.0
feel,9,3.09,0.3433333333333333,0.42,0.29,0.0018
feeling,22,9.969999999999999,0.4531818181818182,0.67,0.28,0.005222727272727274
feelings,11,6.37,0.5790909090909091,0.75,0.47,0.00652909090909091
feels,2,0.79,0.395,0.4,0.39,5.000000000000009e-05
fees,18,9.080000000000002,0.5044444444444445,0.65,0.32,0.009473202614379084
feet,102,35.839999999999996,0.35137254901960785,0.5,0.21,0.0049287905261114345
feigning,1,0.36,0.36,0.36,0.36,0.0
fell,45,15.739999999999997,0.3497777777777778,0.62,0.23,0.011193131313131313
fellow,30,11.37,0.379,0.56,0.28,0.004912758620689656
fellows,11,6.18,0.5618181818181818,0.64,0.45,0.003896363636363636
felo,1,0.61,0.61,0.61,0.61,0.0
felon,2,1.19,0.595,0.63,0.56,0.0024499999999999965
felonies,2,1.3199999999999998,0.6599999999999999,0.72,0.6,0.0072
felonious,2,1.29,0.645,0.66,0.63,0.0004500000000000008
feloniously,2,1.74,0.87,0.87,0.87,0.0
felons,32,17.550000000000004,0.5484375,0.67,0.45,0.0034845766129032256
felony,9,4.67,0.5188888888888888,0.63,0.42,0.005386111111111111
felt,34,11.12,0.3270588235294118,0.5,0.13,0.005039572192513369
Feltham,1,0.59,0.59,0.59,0.59,0.0
female,57,28.229999999999993,0.49526315789473685,0.68,0.39,0.00436109022556391
females,9,5.68,0.6311111111111111,0.69,0.58,0.001461111111111112
femoral,2,1.03,0.515,0.52,0.51,5.000000000000009e-05
fence,9,4.0200000000000005,0.44666666666666666,0.62,0.33,0.006749999999999999
fencers,1,0.49,0.49,0.49,0.49,0.0
fences,1,0.5,0.5,0.5,0.5,0.0
Fenchurch,1,0.66,0.66,0.66,0.66,0.0
Fenian,1,0.61,0.61,0.61,0.61,0.0
Fenning,2,1.81,0.905,1.18,0.63,0.15124999999999997
Ferdinand,1,0.69,0.69,0.69,0.69,0.0
ferment,1,0.54,0.54,0.54,0.54,0.0
ferments,1,0.46,0.46,0.46,0.46,0.0
ferocious,1,0.58,0.58,0.58,0.58,0.0
ferocity,1,0.75,0.75,0.75,0.75,0.0
Ferrari,2,1.2000000000000002,0.6000000000000001,0.66,0.54,0.0072
Ferrers,1,0.57,0.57,0.57,0.57,0.0
fertile,2,0.91,0.455,0.46,0.45,5.000000000000009e-05
fervently,1,0.6,0.6,0.6,0.6,0.0
festered,1,0.46,0.46,0.46,0.46,0.0
festival,1,0.41,0.41,0.41,0.41,0.0
festive,1,0.42,0.42,0.42,0.42,0.0
fetch,1,0.36,0.36,0.36,0.36,0.0
fetched,3,1.23,0.41,0.42,0.39,0.00029999999999999943
fettered,2,0.88,0.44,0.45,0.43,0.00020000000000000036
fever,5,2.27,0.454,0.64,0.34,0.01328
few,106,33.62,0.3171698113207547,0.53,0.22,0.004245247079964061
fewer,5,1.8400000000000003,0.368,0.4,0.35,0.0006200000000000011
fiber,9,4.44,0.49333333333333335,0.61,0.35,0.011949999999999999
fibers,41,21.630000000000006,0.5275609756097561,0.7,0.39,0.00457390243902439
fiction,1,0.63,0.63,0.63,0.63,0.0
fictitious,12,8.21,0.6841666666666667,0.8,0.6,0.003153787878787879
fide,3,1.18,0.3933333333333333,0.42,0.35,0.0014333333333333336
Fidel,3,1.65,0.55,0.81,0.41,0.05080000000000002
fidelity,2,1.31,0.655,0.73,0.58,0.011250000000000003
field,32,13.519999999999998,0.4225,0.62,0.31,0.006677419354838709
Fields,3,1.5,0.5,0.62,0.41,0.011700000000000002
fiendish,3,1.75,0.5833333333333334,0.64,0.54,0.002633333333333333
fiends,1,0.55,0.55,0.55,0.55,0.0
fierce,1,0.47,0.47,0.47,0.47,0.0
fiercely,1,0.5,0.5,0.5,0.5,0.0
fiery,1,0.54,0.54,0.54,0.54,0.0
fifteen,30,18.67,0.6223333333333333,0.83,0.47,0.009370229885057473
fifteenth,5,3.04,0.608,0.7,0.55,0.004569999999999997
fifth,17,5.550000000000001,0.3264705882352941,0.52,0.24,0.0050367647058823534
fifths,1,0.38,0.38,0.38,0.38,0.0
fifty,27,11.420000000000002,0.422962962962963,0.63,0.31,0.004652421652421653
fight,14,4.909999999999999,0.3507142857142857,0.46,0.13,0.00713021978021978
fighter,1,0.36,0.36,0.36,0.36,0.0
fighters,1,0.56,0.56,0.56,0.56,0.0
fighting,2,1.05,0.525,0.66,0.39,0.03645
fights,8,3.66,0.4575,0.55,0.32,0.005764285714285716
figure,11,4.720000000000001,0.4290909090909091,0.53,0.32,0.005289090909090909
figured,4,1.59,0.39749999999999996,0.43,0.35,0.0011583333333333337
figures,13,7.199999999999999,0.5538461538461539,0.68,0.47,0.0031756410256410265
filaments,2,0.6,0.3,0.59,0.01,0.1682
filched,1,0.48,0.48,0.48,0.48,0.0
file,16,7.140000000000001,0.44625,0.59,0.35,0.003358333333333333
filed,4,2.0999999999999996,0.525,0.65,0.48,0.00696666666666667
files,24,13.489999999999998,0.5620833333333334,0.78,0.46,0.005921557971014492
Filial,1,0.45,0.45,0.45,0.45,0.0
filing,1,0.56,0.56,0.56,0.56,0.0
fill,4,1.21,0.3025,0.37,0.28,0.0020249999999999986
filled,19,6.72,0.3536842105263158,0.45,0.28,0.0026912280701754387
filler,1,0.35,0.35,0.35,0.35,0.0
filling,1,0.38,0.38,0.38,0.38,0.0
films,3,1.56,0.52,0.56,0.48,0.001600000000000003
filth,1,0.4,0.4,0.4,0.4,0.0
filthiness,1,0.72,0.72,0.72,0.72,0.0
filthy,6,2.72,0.4533333333333333,0.53,0.41,0.001866666666666668
fin,2,0.65,0.325,0.34,0.31,0.0004500000000000008
final,12,5.07,0.4225,0.55,0.33,0.002602272727272728
finally,21,11.809999999999999,0.5623809523809524,0.76,0.44,0.007879047619047619
finance,4,2.68,0.67,0.74,0.56,0.006533333333333328
financial,8,5.04,0.63,0.71,0.57,0.0018857142857142866
find,55,19.71,0.3583636363636364,0.57,0.24,0.0042435690235690235
finding,13,6.99,0.5376923076923077,0.7,0.4,0.0072025641025641
findings,5,3.1500000000000004,0.63,0.72,0.45,0.011
finds,4,1.73,0.4325,0.53,0.35,0.006825000000000002
fine,19,8.11,0.4268421052631579,0.62,0.33,0.006878362573099416
finer,1,0.45,0.45,0.45,0.45,0.0
fines,3,1.98,0.6599999999999999,0.69,0.6,0.002699999999999998
finest,2,1.1099999999999999,0.5549999999999999,0.59,0.52,0.0024499999999999965
finger,4,1.71,0.4275,0.54,0.36,0.00609166666666667
fingerprint,13,8.38,0.6446153846153846,0.74,0.38,0.009510256410256409
fingerprints,4,3.02,0.755,0.86,0.67,0.007499999999999999
fingers,5,2.91,0.582,0.7,0.51,0.0053699999999999954
finish,3,1.15,0.3833333333333333,0.41,0.36,0.000633333333333333
finished,6,2.92,0.4866666666666667,0.64,0.42,0.006626666666666668
finisher,1,0.56,0.56,0.56,0.56,0.0
finishing,2,1.0899999999999999,0.5449999999999999,0.62,0.47,0.011250000000000003
finishings,1,0.54,0.54,0.54,0.54,0.0
Finland,1,0.72,0.72,0.72,0.72,0.0
Finsbury,1,0.7,0.7,0.7,0.7,0.0
fire,36,16.16,0.4488888888888889,0.71,0.29,0.008398730158730158
firearm,1,0.66,0.66,0.66,0.66,0.0
firearms,9,6.320000000000001,0.7022222222222222,0.79,0.64,0.002119444444444444
firecracker,3,2.38,0.7933333333333333,0.93,0.71,0.014233333333333343
firecrackers,1,1.0,1.0,1.0,1.0,0.0
fired,93,44.59,0.4794623655913978,0.74,0.33,0.005750794763908369
fireplace,2,1.72,0.86,0.88,0.84,0.0008000000000000014
fireplaces,3,2.9,0.9666666666666667,0.99,0.95,0.0004333333333333341
firers,4,2.9199999999999995,0.73,0.83,0.69,0.004466666666666667
fires,1,0.62,0.62,0.62,0.62,0.0
Fireside,4,2.8400000000000003,0.71,0.73,0.68,0.0005999999999999989
firewood,1,0.67,0.67,0.67,0.67,0.0
firing,20,11.209999999999999,0.5605,0.84,0.48,0.008068157894736841
firm,27,10.69,0.3959259259259259,0.52,0.27,0.003925071225071225
firm's,3,1.15,0.3833333333333333,0.43,0.36,0.0016333333333333336
firmest,1,0.45,0.45,0.45,0.45,0.0
firmly,2,1.03,0.515,0.55,0.48,0.0024500000000000043
firmness,2,1.9899999999999998,0.9949999999999999,1.39,0.6,0.31204999999999994
firms,2,0.81,0.405,0.54,0.27,0.03645
first,312,124.35999999999997,0.3985897435897436,0.68,0.24,0.005275818286750763
firsthand,1,0.76,0.76,0.76,0.76,0.0
fiscal,2,0.91,0.455,0.46,0.45,5.000000000000009e-05
Fischer,8,2.77,0.34625,0.51,0.24,0.007226785714285715
fish,13,5.5200000000000005,0.4246153846153846,0.63,0.28,0.016393589743589745
fished,1,0.43,0.43,0.43,0.43,0.0
Fisher,2,1.1600000000000001,0.5800000000000001,0.6,0.56,0.000799999999999997
